L1_Natal_house	L2_Natal_House	L3_Natal_House	L4_Natal_House	L1_Sign	L2_Sign	L3_Sign	L4_Sign	Month	Day	Year	Duration	LOB_Type
10	12	6	7	Cancer	Virgo	Pisces	Aries	9	22	2025	2400	
10	12	6	7	Cancer	Virgo	Pisces	Aries	9	23	2025	2400	
10	12	6	7	Cancer	Virgo	Pisces	Aries	9	24	2025	2224	
10	12	6	8	Cancer	Virgo	Pisces	Taurus	9	24	2025	236	
10	12	6	8	Cancer	Virgo	Pisces	Taurus	9	25	2025	2400	
10	12	6	8	Cancer	Virgo	Pisces	Taurus	9	26	2025	1424	
10	12	6	9	Cancer	Virgo	Pisces	Gemini	9	26	2025	1036	
10	12	6	9	Cancer	Virgo	Pisces	Gemini	9	27	2025	2400	
10	12	6	9	Cancer	Virgo	Pisces	Gemini	9	28	2025	2400	
10	12	6	9	Cancer	Virgo	Pisces	Gemini	9	29	2025	2400	
10	12	6	9	Cancer	Virgo	Pisces	Gemini	9	30	2025	1824	
10	12	6	10	Cancer	Virgo	Pisces	Cancer	9	30	2025	636	
10	12	6	10	Cancer	Virgo	Pisces	Cancer	10	1	2025	2400	
10	12	6	10	Cancer	Virgo	Pisces	Cancer	10	2	2025	2400	
10	12	6	10	Cancer	Virgo	Pisces	Cancer	10	3	2025	2400	
10	12	6	10	Cancer	Virgo	Pisces	Cancer	10	4	2025	2400	
10	12	6	10	Cancer	Virgo	Pisces	Cancer	10	5	2025	2324	
10	12	6	11	Cancer	Virgo	Pisces	Leo	10	5	2025	136	
10	12	6	11	Cancer	Virgo	Pisces	Leo	10	6	2025	2400	
10	12	6	11	Cancer	Virgo	Pisces	Leo	10	7	2025	2400	
10	12	6	11	Cancer	Virgo	Pisces	Leo	10	8	2025	2400	
10	12	6	11	Cancer	Virgo	Pisces	Leo	10	9	2025	2224	
10	12	6	12	Cancer	Virgo	Pisces	Virgo	10	9	2025	236	
10	12	6	12	Cancer	Virgo	Pisces	Virgo	10	10	2025	2400	
10	12	6	12	Cancer	Virgo	Pisces	Virgo	10	11	2025	2400	
10	12	6	12	Cancer	Virgo	Pisces	Virgo	10	12	2025	2400	
10	12	6	12	Cancer	Virgo	Pisces	Virgo	10	13	2025	2400	
10	12	6	12	Cancer	Virgo	Pisces	Virgo	10	14	2025	224	
10	12	6	1	Cancer	Virgo	Pisces	Libra	10	14	2025	2236	
10	12	6	1	Cancer	Virgo	Pisces	Libra	10	15	2025	1824	
10	12	6	2	Cancer	Virgo	Pisces	Scorpio	10	15	2025	636	
10	12	6	2	Cancer	Virgo	Pisces	Scorpio	10	16	2025	2400	
10	12	6	2	Cancer	Virgo	Pisces	Scorpio	10	17	2025	2400	
10	12	6	2	Cancer	Virgo	Pisces	Scorpio	10	18	2025	2124	
10	12	6	3	Cancer	Virgo	Pisces	Sagittarius	10	18	2025	336	
10	12	6	3	Cancer	Virgo	Pisces	Sagittarius	10	19	2025	724	
10	12	7	7	Cancer	Virgo	Aries	Aries	10	19	2025	1736	
10	12	7	7	Cancer	Virgo	Aries	Aries	10	20	2025	2400	
10	12	7	7	Cancer	Virgo	Aries	Aries	10	21	2025	2400	
10	12	7	7	Cancer	Virgo	Aries	Aries	10	22	2025	1024	
10	12	7	8	Cancer	Virgo	Aries	Taurus	10	22	2025	1436	
10	12	7	8	Cancer	Virgo	Aries	Taurus	10	23	2025	2400	
10	12	7	8	Cancer	Virgo	Aries	Taurus	10	24	2025	224	
10	12	7	9	Cancer	Virgo	Aries	Gemini	10	24	2025	2236	
10	12	7	9	Cancer	Virgo	Aries	Gemini	10	25	2025	2400	
10	12	7	9	Cancer	Virgo	Aries	Gemini	10	26	2025	2400	
10	12	7	9	Cancer	Virgo	Aries	Gemini	10	27	2025	2400	
10	12	7	9	Cancer	Virgo	Aries	Gemini	10	28	2025	624	
10	12	7	10	Cancer	Virgo	Aries	Cancer	10	28	2025	1836	
10	12	7	10	Cancer	Virgo	Aries	Cancer	10	29	2025	2400	
10	12	7	10	Cancer	Virgo	Aries	Cancer	10	30	2025	2400	
10	12	7	10	Cancer	Virgo	Aries	Cancer	10	31	2025	2400	
10	12	7	10	Cancer	Virgo	Aries	Cancer	11	1	2025	2400	
10	12	7	10	Cancer	Virgo	Aries	Cancer	11	2	2025	1124	
10	12	7	11	Cancer	Virgo	Aries	Leo	11	2	2025	1336	
10	12	7	11	Cancer	Virgo	Aries	Leo	11	3	2025	2400	
10	12	7	11	Cancer	Virgo	Aries	Leo	11	4	2025	2400	
10	12	7	11	Cancer	Virgo	Aries	Leo	11	5	2025	2400	
10	12	7	11	Cancer	Virgo	Aries	Leo	11	6	2025	1024	
10	12	7	12	Cancer	Virgo	Aries	Virgo	11	6	2025	1436	
10	12	7	12	Cancer	Virgo	Aries	Virgo	11	7	2025	2400	
10	12	7	12	Cancer	Virgo	Aries	Virgo	11	8	2025	2400	
10	12	7	12	Cancer	Virgo	Aries	Virgo	11	9	2025	2400	
10	12	7	12	Cancer	Virgo	Aries	Virgo	11	10	2025	1424	
10	12	7	1	Cancer	Virgo	Aries	Libra	11	10	2025	1036	
10	12	7	1	Cancer	Virgo	Aries	Libra	11	11	2025	2400	
10	12	7	1	Cancer	Virgo	Aries	Libra	11	12	2025	624	
10	12	7	2	Cancer	Virgo	Aries	Scorpio	11	12	2025	1836	
10	12	7	2	Cancer	Virgo	Aries	Scorpio	11	13	2025	2400	
10	12	7	2	Cancer	Virgo	Aries	Scorpio	11	14	2025	2400	
10	12	7	2	Cancer	Virgo	Aries	Scorpio	11	15	2025	924	
10	12	7	3	Cancer	Virgo	Aries	Sagittarius	11	15	2025	1536	
10	12	7	3	Cancer	Virgo	Aries	Sagittarius	11	16	2025	2400	
10	12	7	3	Cancer	Virgo	Aries	Sagittarius	11	17	2025	2124	
10	12	7	4	Cancer	Virgo	Aries	Capricorn	11	17	2025	336	
10	12	7	4	Cancer	Virgo	Aries	Capricorn	11	18	2025	2400	
10	12	7	4	Cancer	Virgo	Aries	Capricorn	11	19	2025	2400	
10	12	7	4	Cancer	Virgo	Aries	Capricorn	11	20	2025	2400	
10	12	7	4	Cancer	Virgo	Aries	Capricorn	11	21	2025	2400	
10	12	7	4	Cancer	Virgo	Aries	Capricorn	11	22	2025	2400	
10	12	7	4	Cancer	Virgo	Aries	Capricorn	11	23	2025	1224	
10	12	7	5	Cancer	Virgo	Aries	Aquarius	11	23	2025	1236	
10	12	7	5	Cancer	Virgo	Aries	Aquarius	11	24	2025	2400	
10	12	7	5	Cancer	Virgo	Aries	Aquarius	11	25	2025	1924	
10	12	8	8	Cancer	Virgo	Taurus	Taurus	11	25	2025	536	
10	12	8	8	Cancer	Virgo	Taurus	Taurus	11	26	2025	2400	
10	12	8	8	Cancer	Virgo	Taurus	Taurus	11	27	2025	1124	
10	12	8	9	Cancer	Virgo	Taurus	Gemini	11	27	2025	1336	
10	12	8	9	Cancer	Virgo	Taurus	Gemini	11	28	2025	2400	
10	12	8	9	Cancer	Virgo	Taurus	Gemini	11	29	2025	2400	
10	12	8	9	Cancer	Virgo	Taurus	Gemini	11	30	2025	2400	
10	12	8	9	Cancer	Virgo	Taurus	Gemini	12	1	2025	1524	
10	12	8	10	Cancer	Virgo	Taurus	Cancer	12	1	2025	936	
10	12	8	10	Cancer	Virgo	Taurus	Cancer	12	2	2025	2400	
10	12	8	10	Cancer	Virgo	Taurus	Cancer	12	3	2025	2400	
10	12	8	10	Cancer	Virgo	Taurus	Cancer	12	4	2025	2400	
10	12	8	10	Cancer	Virgo	Taurus	Cancer	12	5	2025	2400	
10	12	8	10	Cancer	Virgo	Taurus	Cancer	12	6	2025	2024	
10	12	8	11	Cancer	Virgo	Taurus	Leo	12	6	2025	436	
10	12	8	11	Cancer	Virgo	Taurus	Leo	12	7	2025	2400	
10	12	8	11	Cancer	Virgo	Taurus	Leo	12	8	2025	2400	
10	12	8	11	Cancer	Virgo	Taurus	Leo	12	9	2025	2400	
10	12	8	11	Cancer	Virgo	Taurus	Leo	12	10	2025	1924	
10	12	8	12	Cancer	Virgo	Taurus	Virgo	12	10	2025	536	
10	12	8	12	Cancer	Virgo	Taurus	Virgo	12	11	2025	2400	
10	12	8	12	Cancer	Virgo	Taurus	Virgo	12	12	2025	2400	
10	12	8	12	Cancer	Virgo	Taurus	Virgo	12	13	2025	2400	
10	12	8	12	Cancer	Virgo	Taurus	Virgo	12	14	2025	2324	
10	12	8	1	Cancer	Virgo	Taurus	Libra	12	14	2025	136	
10	12	8	1	Cancer	Virgo	Taurus	Libra	12	15	2025	1924	
10	12	9	9	Cancer	Virgo	Gemini	Gemini	12	15	2025	536	
10	12	9	9	Cancer	Virgo	Gemini	Gemini	12	16	2025	2400	
10	12	9	9	Cancer	Virgo	Gemini	Gemini	12	17	2025	2400	
10	12	9	9	Cancer	Virgo	Gemini	Gemini	12	18	2025	2400	
10	12	9	9	Cancer	Virgo	Gemini	Gemini	12	19	2025	2324	
10	12	9	10	Cancer	Virgo	Gemini	Cancer	12	19	2025	136	
10	12	9	10	Cancer	Virgo	Gemini	Cancer	12	20	2025	2400	
10	12	9	10	Cancer	Virgo	Gemini	Cancer	12	21	2025	2400	
10	12	9	10	Cancer	Virgo	Gemini	Cancer	12	22	2025	2400	
10	12	9	10	Cancer	Virgo	Gemini	Cancer	12	23	2025	2400	
10	12	9	10	Cancer	Virgo	Gemini	Cancer	12	24	2025	2400	
10	12	9	10	Cancer	Virgo	Gemini	Cancer	12	25	2025	424	
10	12	9	11	Cancer	Virgo	Gemini	Leo	12	25	2025	2036	
10	12	9	11	Cancer	Virgo	Gemini	Leo	12	26	2025	2400	
10	12	9	11	Cancer	Virgo	Gemini	Leo	12	27	2025	2400	
10	12	9	11	Cancer	Virgo	Gemini	Leo	12	28	2025	2400	
10	12	9	11	Cancer	Virgo	Gemini	Leo	12	29	2025	324	
10	12	9	12	Cancer	Virgo	Gemini	Virgo	12	29	2025	2136	
10	12	9	12	Cancer	Virgo	Gemini	Virgo	12	30	2025	2400	
10	12	9	12	Cancer	Virgo	Gemini	Virgo	12	31	2025	2400	
