L1_Natal_house	L2_Natal_House	L3_Natal_House	L4_Natal_House	L1_Sign	L2_Sign	L3_Sign	L4_Sign	Month	Day	Year	Duration	LOB_Type
9	5	6	3	Gemini	Aquarius	Pisces	Sagittarius	9	23	2025	336	
9	5	6	3	Gemini	Aquarius	Pisces	Sagittarius	9	24	2025	724	
9	5	7	7	Gemini	Aquarius	Aries	Aries	9	24	2025	1736	
9	5	7	7	Gemini	Aquarius	Aries	Aries	9	25	2025	2400	
9	5	7	7	Gemini	Aquarius	Aries	Aries	9	26	2025	2400	
9	5	7	7	Gemini	Aquarius	Aries	Aries	9	27	2025	1024	
9	5	7	8	Gemini	Aquarius	Aries	Taurus	9	27	2025	1436	
9	5	7	8	Gemini	Aquarius	Aries	Taurus	9	28	2025	2400	
9	5	7	8	Gemini	Aquarius	Aries	Taurus	9	29	2025	224	
9	5	7	9	Gemini	Aquarius	Aries	Gemini	9	29	2025	2236	
9	5	7	9	Gemini	Aquarius	Aries	Gemini	9	30	2025	2400	
9	5	7	9	Gemini	Aquarius	Aries	Gemini	10	1	2025	2400	
9	5	7	9	Gemini	Aquarius	Aries	Gemini	10	2	2025	2400	
9	5	7	9	Gemini	Aquarius	Aries	Gemini	10	3	2025	624	
9	5	7	10	Gemini	Aquarius	Aries	Cancer	10	3	2025	1836	
9	5	7	10	Gemini	Aquarius	Aries	Cancer	10	4	2025	2400	
9	5	7	10	Gemini	Aquarius	Aries	Cancer	10	5	2025	2400	
9	5	7	10	Gemini	Aquarius	Aries	Cancer	10	6	2025	2400	
9	5	7	10	Gemini	Aquarius	Aries	Cancer	10	7	2025	2400	
9	5	7	10	Gemini	Aquarius	Aries	Cancer	10	8	2025	1124	
9	5	7	11	Gemini	Aquarius	Aries	Leo	10	8	2025	1336	
9	5	7	11	Gemini	Aquarius	Aries	Leo	10	9	2025	2400	
9	5	7	11	Gemini	Aquarius	Aries	Leo	10	10	2025	2400	
9	5	7	11	Gemini	Aquarius	Aries	Leo	10	11	2025	2400	
9	5	7	11	Gemini	Aquarius	Aries	Leo	10	12	2025	1024	
9	5	7	12	Gemini	Aquarius	Aries	Virgo	10	12	2025	1436	
9	5	7	12	Gemini	Aquarius	Aries	Virgo	10	13	2025	2400	
9	5	7	12	Gemini	Aquarius	Aries	Virgo	10	14	2025	2400	
9	5	7	12	Gemini	Aquarius	Aries	Virgo	10	15	2025	2400	
9	5	7	12	Gemini	Aquarius	Aries	Virgo	10	16	2025	1424	
9	5	7	1	Gemini	Aquarius	Aries	Libra	10	16	2025	1036	
9	5	7	1	Gemini	Aquarius	Aries	Libra	10	17	2025	2400	
9	5	7	1	Gemini	Aquarius	Aries	Libra	10	18	2025	624	
9	5	7	2	Gemini	Aquarius	Aries	Scorpio	10	18	2025	1836	
9	5	7	2	Gemini	Aquarius	Aries	Scorpio	10	19	2025	2400	
9	5	7	2	Gemini	Aquarius	Aries	Scorpio	10	20	2025	2400	
9	5	7	2	Gemini	Aquarius	Aries	Scorpio	10	21	2025	924	
9	5	7	3	Gemini	Aquarius	Aries	Sagittarius	10	21	2025	1536	
9	5	7	3	Gemini	Aquarius	Aries	Sagittarius	10	22	2025	2400	
9	5	7	3	Gemini	Aquarius	Aries	Sagittarius	10	23	2025	2124	
9	5	7	4	Gemini	Aquarius	Aries	Capricorn	10	23	2025	336	
9	5	7	4	Gemini	Aquarius	Aries	Capricorn	10	24	2025	2400	
9	5	7	4	Gemini	Aquarius	Aries	Capricorn	10	25	2025	2400	
9	5	7	4	Gemini	Aquarius	Aries	Capricorn	10	26	2025	2400	
9	5	7	4	Gemini	Aquarius	Aries	Capricorn	10	27	2025	2400	
9	5	7	4	Gemini	Aquarius	Aries	Capricorn	10	28	2025	2400	
9	5	7	4	Gemini	Aquarius	Aries	Capricorn	10	29	2025	1224	
9	5	7	5	Gemini	Aquarius	Aries	Aquarius	10	29	2025	1236	
9	5	7	5	Gemini	Aquarius	Aries	Aquarius	10	30	2025	2400	
9	5	7	5	Gemini	Aquarius	Aries	Aquarius	10	31	2025	1924	
9	5	8	8	Gemini	Aquarius	Taurus	Taurus	10	31	2025	536	
9	5	8	8	Gemini	Aquarius	Taurus	Taurus	11	1	2025	2400	
9	5	8	8	Gemini	Aquarius	Taurus	Taurus	11	2	2025	1124	
9	5	8	9	Gemini	Aquarius	Taurus	Gemini	11	2	2025	1336	
9	5	8	9	Gemini	Aquarius	Taurus	Gemini	11	3	2025	2400	
9	5	8	9	Gemini	Aquarius	Taurus	Gemini	11	4	2025	2400	
9	5	8	9	Gemini	Aquarius	Taurus	Gemini	11	5	2025	2400	
9	5	8	9	Gemini	Aquarius	Taurus	Gemini	11	6	2025	1524	
9	5	8	10	Gemini	Aquarius	Taurus	Cancer	11	6	2025	936	
9	5	8	10	Gemini	Aquarius	Taurus	Cancer	11	7	2025	2400	
9	5	8	10	Gemini	Aquarius	Taurus	Cancer	11	8	2025	2400	
9	5	8	10	Gemini	Aquarius	Taurus	Cancer	11	9	2025	2400	
9	5	8	10	Gemini	Aquarius	Taurus	Cancer	11	10	2025	2400	
9	5	8	10	Gemini	Aquarius	Taurus	Cancer	11	11	2025	2024	
9	5	8	11	Gemini	Aquarius	Taurus	Leo	11	11	2025	436	
9	5	8	11	Gemini	Aquarius	Taurus	Leo	11	12	2025	2400	
9	5	8	11	Gemini	Aquarius	Taurus	Leo	11	13	2025	2400	
9	5	8	11	Gemini	Aquarius	Taurus	Leo	11	14	2025	2400	
9	5	8	11	Gemini	Aquarius	Taurus	Leo	11	15	2025	1924	
9	5	8	12	Gemini	Aquarius	Taurus	Virgo	11	15	2025	536	
9	5	8	12	Gemini	Aquarius	Taurus	Virgo	11	16	2025	2400	
9	5	8	12	Gemini	Aquarius	Taurus	Virgo	11	17	2025	2400	
9	5	8	12	Gemini	Aquarius	Taurus	Virgo	11	18	2025	2400	
9	5	8	12	Gemini	Aquarius	Taurus	Virgo	11	19	2025	2324	
9	5	8	1	Gemini	Aquarius	Taurus	Libra	11	19	2025	136	
9	5	8	1	Gemini	Aquarius	Taurus	Libra	11	20	2025	1924	
9	5	9	9	Gemini	Aquarius	Gemini	Gemini	11	20	2025	536	
9	5	9	9	Gemini	Aquarius	Gemini	Gemini	11	21	2025	2400	
9	5	9	9	Gemini	Aquarius	Gemini	Gemini	11	22	2025	2400	
9	5	9	9	Gemini	Aquarius	Gemini	Gemini	11	23	2025	2400	
9	5	9	9	Gemini	Aquarius	Gemini	Gemini	11	24	2025	2324	
9	5	9	10	Gemini	Aquarius	Gemini	Cancer	11	24	2025	136	
9	5	9	10	Gemini	Aquarius	Gemini	Cancer	11	25	2025	2400	
9	5	9	10	Gemini	Aquarius	Gemini	Cancer	11	26	2025	2400	
9	5	9	10	Gemini	Aquarius	Gemini	Cancer	11	27	2025	2400	
9	5	9	10	Gemini	Aquarius	Gemini	Cancer	11	28	2025	2400	
9	5	9	10	Gemini	Aquarius	Gemini	Cancer	11	29	2025	2400	
9	5	9	10	Gemini	Aquarius	Gemini	Cancer	11	30	2025	424	
9	5	9	11	Gemini	Aquarius	Gemini	Leo	11	30	2025	2036	
9	5	9	11	Gemini	Aquarius	Gemini	Leo	12	1	2025	2400	
9	5	9	11	Gemini	Aquarius	Gemini	Leo	12	2	2025	2400	
9	5	9	11	Gemini	Aquarius	Gemini	Leo	12	3	2025	2400	
9	5	9	11	Gemini	Aquarius	Gemini	Leo	12	4	2025	324	
9	5	9	12	Gemini	Aquarius	Gemini	Virgo	12	4	2025	2136	
9	5	9	12	Gemini	Aquarius	Gemini	Virgo	12	5	2025	2400	
9	5	9	12	Gemini	Aquarius	Gemini	Virgo	12	6	2025	2400	
9	5	9	12	Gemini	Aquarius	Gemini	Virgo	12	7	2025	2400	
9	5	9	12	Gemini	Aquarius	Gemini	Virgo	12	8	2025	724	
9	5	9	1	Gemini	Aquarius	Gemini	Libra	12	8	2025	1736	
9	5	9	1	Gemini	Aquarius	Gemini	Libra	12	9	2025	2324	
9	5	9	2	Gemini	Aquarius	Gemini	Scorpio	12	9	2025	136	
9	5	9	2	Gemini	Aquarius	Gemini	Scorpio	12	10	2025	2400	
9	5	9	2	Gemini	Aquarius	Gemini	Scorpio	12	11	2025	2400	
9	5	9	2	Gemini	Aquarius	Gemini	Scorpio	12	12	2025	2400	
9	5	9	2	Gemini	Aquarius	Gemini	Scorpio	12	13	2025	224	
9	5	9	3	Gemini	Aquarius	Gemini	Sagittarius	12	13	2025	2236	
9	5	9	3	Gemini	Aquarius	Gemini	Sagittarius	12	14	2025	2400	
9	5	9	3	Gemini	Aquarius	Gemini	Sagittarius	12	15	2025	1424	
9	5	9	4	Gemini	Aquarius	Gemini	Capricorn	12	15	2025	1036	
9	5	9	4	Gemini	Aquarius	Gemini	Capricorn	12	16	2025	2400	
9	5	9	4	Gemini	Aquarius	Gemini	Capricorn	12	17	2025	2400	
9	5	9	4	Gemini	Aquarius	Gemini	Capricorn	12	18	2025	2400	
9	5	9	4	Gemini	Aquarius	Gemini	Capricorn	12	19	2025	2400	
9	5	9	4	Gemini	Aquarius	Gemini	Capricorn	12	20	2025	2400	
9	5	9	4	Gemini	Aquarius	Gemini	Capricorn	12	21	2025	524	
9	5	9	5	Gemini	Aquarius	Gemini	Aquarius	12	21	2025	1936	
9	5	9	5	Gemini	Aquarius	Gemini	Aquarius	12	22	2025	2400	
9	5	9	5	Gemini	Aquarius	Gemini	Aquarius	12	23	2025	2400	
9	5	9	5	Gemini	Aquarius	Gemini	Aquarius	12	24	2025	2400	
9	5	9	5	Gemini	Aquarius	Gemini	Aquarius	12	25	2025	2400	
9	5	9	5	Gemini	Aquarius	Gemini	Aquarius	12	26	2025	2400	
9	5	9	5	Gemini	Aquarius	Gemini	Aquarius	12	27	2025	1124	
9	5	9	6	Gemini	Aquarius	Gemini	Pisces	12	27	2025	1336	
9	5	9	6	Gemini	Aquarius	Gemini	Pisces	12	28	2025	2400	
9	5	9	6	Gemini	Aquarius	Gemini	Pisces	12	29	2025	2324	
9	5	9	7	Gemini	Aquarius	Gemini	Aries	12	29	2025	136	
9	5	9	7	Gemini	Aquarius	Gemini	Aries	12	30	2025	2400	
9	5	9	7	Gemini	Aquarius	Gemini	Aries	12	31	2025	2400	
